Target THg,Protein Type,THg,Diet
45,Coastal with Salmon,45.0,"                             Item  Amount (g)  Calories  THg (ng/g)   
0                         Halibut         100       116     292.000  \
1             Lesser Canada Geese         100       161       2.500   
2                           Moose         100       130       3.000   
3                     Coho Salmon         100       140      43.000   
4                          Walrus         100       199      21.000   
5                            Tang         100       250       0.041   
6   Apple Juice, canned sweetened         100        46       0.099   
7                      Apple, raw         100        57       0.110   
8                            Eggs         100       147       0.390   
9                      Dark Bread         100       259       0.370   
10                        Hot Dog         100       310       0.360   
11                         Crisco         100       917       0.250   
12                     Hot Pocket         100       252       0.220   
13                  Chocolate bar         100       531       0.540   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                353.320             803.000                 1  \
1                  2.500               2.500                 1   
2                  3.000               3.000                 1   
3                 52.030             118.250                 1   
4                 25.410              57.750                 1   
5                  0.041               0.041                 0   
6                  0.087               0.087                 0   
7                  0.110               0.110                 0   
8                  0.390               0.390                 0   
9                  0.370               0.370                 0   
10                 0.360               0.360                 0   
11                 0.250               0.250                 0   
12                 0.220               0.220                 0   
13                 0.540               0.540                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                     Calorie Citation             Hg Citation   
0   https://fdc.nal.usda.gov/food-details/167638/n...          2001-2022 ADEC  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hun...  Rothschild et al. 2005   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hun...    Golzadeh et al. 2020   
3   https://fdc.nal.usda.gov/food-details/167639/n...          2001-2022 ADEC   
4   https://fdc.nal.usda.gov/food-details/168029/n...  Quakenbush et al. 2016   
5   https://fdc.nal.usda.gov/food-details/1636387/...      Dabeka et al. 2003   
6   https://fdc.nal.usda.gov/food-details/167771/n...      Dabeka et al. 2003   
7   https://fdc.nal.usda.gov/food-details/168202/n...      Dabeka et al. 2003   
8   https://fdc.nal.usda.gov/food-details/748967/n...      Dabeka et al. 2003   
9   https://fdc.nal.usda.gov/food-details/172684/n...      Dabeka et al. 2003   
10  https://fdc.nal.usda.gov/food-details/323121/n...      Dabeka et al. 2003   
11  https://fdc.nal.usda.gov/food-details/2572337/...      Dabeka et al. 2003   
12  https://fdc.nal.usda.gov/food-details/172107/n...      Dabeka et al. 2003   
13  https://fdc.nal.usda.gov/food-details/167984/n...      Dabeka et al. 2003   

                         Substituted Hg        Substituted Calories   
0                       Pacific Halibut                         NaN  \
1   canada goose (cackling) B.c. minima                Canada Goose   
2                                   NaN                         NaN   
3                                   NaN                         NaN   
4                                   NaN                         NaN   
5                            Soft Drink                         NaN   
6                                   NaN                         NaN   
7                                   NaN                         NaN   
8                                   NaN                         NaN   
9                             Rye Bread                         NaN   
10                                  NaN                         NaN   
11          Cooking fats and Salad oils  Crisco, Pure Vegetable Oil   
12                                Pizza                         NaN   
13                                  NaN                         NaN   

                                                Notes  Scaled Amount (g)   
0                                       Hg for fillet             123.11  \
1                                      Hg from muscle              32.87   
2                                       Hg for muscle             130.99   
3                                       Hg for fillet             182.09   
4                                      Hg from muscle              28.32   
5                                                 NaN             129.28   
6                                 Hg Less than value.             153.70   
7                                Hg Less than value.              124.04   
8   Used Energy (Atwater specific factors) for cal...             109.93   
9                                                 NaN              93.59   
10                                                NaN              45.61   
11                               Hg Less than value.               15.42   
12                                                NaN              40.08   
13                               Hg Less than value.               11.41   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.808               142.808           35.948  
1            52.921                52.921            0.082  
2           170.287               170.287            0.393  
3           254.926               254.926            7.830  
4            56.357                56.357            0.595  
5           323.200                 0.000            0.005  
6            70.702                 0.000            0.015  
7            70.703                 0.000            0.014  
8           161.597                 0.000            0.043  
9           242.398                 0.000            0.035  
10          141.391                 0.000            0.016  
11          141.401                 0.000            0.004  
12          101.002                 0.000            0.009  
13           60.587                 0.000            0.006  "
45,Coastal with Salmon,45.0,"             Item  Amount (g)  Calories  THg (ng/g)  Moderate Hg Increase   
0         Halibut         100       116     292.000               353.320  \
1        Cacklers         100       161       2.500                 2.500   
2         Caribou         100       127       3.000                 3.000   
3     Coho Salmon         100       140      43.000                52.030   
4          Walrus         100       199      21.000                25.410   
5            Tang         100       250       0.041                 0.041   
6     Apple Sauce         100        50       0.099                 0.099   
7         Oranges         100        97       0.120                 0.120   
8            Milk         100        60       0.130                 0.130   
9       Spagehtti         100       157       0.110                 0.110   
10        Hot Dog         100       310       0.360                 0.360   
11  Vegetable Oil         100       857       0.250                 0.250   
12           Soup         100        41       0.150                 0.150   
13    Maple Syrup         100       260       0.240                 0.240   

    Severe Hg Increase  Traditional Food                  Food Source   
0              803.000                 1                   Non-Salmon  \
1                2.500                 1                         Game   
2                3.000                 1            Moose and Caribou   
3              118.250                 1                       Salmon   
4               57.750                 1                Marine Mammal   
5                0.041                 0               Sugared Drinks   
6                0.099                 0  Store Fruit and Fruit Juice   
7                0.120                 0  Store Fruit and Fruit Juice   
8                0.130                 0               Dairy and Eggs   
9                0.110                 0                       Grains   
10               0.360                 0             Imported Protein   
11               0.250                 0               Vegetable Fats   
12               0.150                 0                 Mixed Dishes   
13               0.240                 0         Sweeteners and Candy   

   Coastal/Interior                                   Calorie Citation   
0             Local  https://fdc.nal.usda.gov/food-details/167638/n...  \
1           Coastal  https://www.adfg.alaska.gov/index.cfm?adfg=hun...   
2             Local  https://www.adfg.alaska.gov/index.cfm?adfg=hun...   
3             Local  https://fdc.nal.usda.gov/food-details/167639/n...   
4           Coastal  https://fdc.nal.usda.gov/food-details/168029/n...   
5          Imported  https://fdc.nal.usda.gov/food-details/1636387/...   
6          Imported  https://fdc.nal.usda.gov/food-details/2104794/...   
7          Imported  https://fdc.nal.usda.gov/food-details/169103/n...   
8          Imported  https://fdc.nal.usda.gov/food-details/746782/n...   
9          Imported  https://fdc.nal.usda.gov/food-details/172014/n...   
10         Imported  https://fdc.nal.usda.gov/food-details/323121/n...   
11         Imported  https://fdc.nal.usda.gov/food-details/1625352/...   
12         Imported  https://fdc.nal.usda.gov/food-details/174545/n...   
13         Imported  https://fdc.nal.usda.gov/food-details/169661/n...   

               Hg Citation                       Substituted Hg   
0           2001-2022 ADEC                      Pacific Halibut  \
1   Rothschild et al. 2005  canada goose (cackling) B.c. minima   
2     Schuster et al. 2011                                  NaN   
3           2001-2022 ADEC                                  NaN   
4   Quakenbush et al. 2016                                  NaN   
5       Dabeka et al. 2003                           Soft Drink   
6       Dabeka et al. 2003                                  NaN   
7       Dabeka et al. 2003                    Citrus fruit, raw   
8       Dabeka et al. 2003                          Whole Milk    
9       Dabeka et al. 2003                         Pasta, plain   
10      Dabeka et al. 2003                                  NaN   
11      Dabeka et al. 2003          Cooking fats and Salad oils   
12      Dabeka et al. 2003                   Soup, meat, canned   
13      Dabeka et al. 2003                                  NaN   

          Substituted Calories   
0                          NaN  \
1                 Canada Goose   
2                          NaN   
3                          NaN   
4                          NaN   
5                          NaN   
6                          NaN   
7                          NaN   
8                          NaN   
9                          NaN   
10                         NaN   
11  Crisco, Pure Vegetable Oil   
12                         NaN   
13                         NaN   

                                                Notes  Scaled Amount (g)   
0                                       Hg for fillet             123.11  \
1                                      Hg from muscle              32.87   
2                                Hg Less than value.              134.09   
3                                       Hg for fillet             182.09   
4                                      Hg from muscle              28.32   
5                                                 NaN             129.28   
6                                Hg Less than value.              141.40   
7                                Hg Less than value.               72.89   
8   Used Energy (Atwater specific factors) for cal...             269.33   
9                                Hg Less than value.              154.39   
10                                                NaN              45.61   
11                               Hg Less than value.               16.50   
12                                                NaN             246.34   
13                               Hg Less than value.               23.31   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.808               142.808           35.948  
1            52.921                52.921            0.082  
2           170.294               170.294            0.402  
3           254.926               254.926            7.830  
4            56.357                56.357            0.595  
5           323.200                 0.000            0.005  
6            70.700                 0.000            0.014  
7            70.703                 0.000            0.009  
8           161.598                 0.000            0.035  
9           242.392                 0.000            0.017  
10          141.391                 0.000            0.016  
11          141.405                 0.000            0.004  
12          100.999                 0.000            0.037  
13           60.606                 0.000            0.006  "
45,Coastal with Salmon,44.99,"                   Item  Amount (g)  Calories  THg (ng/g)   
0               Halibut         100       116     292.000  \
1   White-fronted Geese         100       161       2.300   
2               Caribou         100       127       3.000   
3           Coho Salmon         100       140      43.000   
4                Walrus         100       199      21.000   
5                  Tang         100       250       0.041   
6          Orange Juice         100        46       0.097   
7               Bananas         100        89       0.110   
8                  Milk         100        60       0.130   
9            White Rice         100       366       0.570   
10              Hot Dog         100       310       0.360   
11        Vegetable Oil         100       857       0.250   
12                Pizza         100       280       0.220   
13          white sugar         100       387       0.560   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                353.320             803.000                 1  \
1                  2.300               2.300                 1   
2                  3.000               3.000                 1   
3                 52.030             118.250                 1   
4                 25.410              57.750                 1   
5                  0.041               0.041                 0   
6                  0.097               0.097                 0   
7                  0.110               0.110                 0   
8                  0.130               0.130                 0   
9                  0.570               0.570                 0   
10                 0.360               0.360                 0   
11                 0.250               0.250                 0   
12                 0.220               0.220                 0   
13                 0.560               0.560                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                     Calorie Citation             Hg Citation   
0   https://fdc.nal.usda.gov/food-details/167638/n...          2001-2022 ADEC  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hun...  Rothschild et al. 2005   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hun...    Schuster et al. 2011   
3   https://fdc.nal.usda.gov/food-details/167639/n...          2001-2022 ADEC   
4   https://fdc.nal.usda.gov/food-details/168029/n...  Quakenbush et al. 2016   
5   https://fdc.nal.usda.gov/food-details/1636387/...      Dabeka et al. 2003   
6   https://fdc.nal.usda.gov/food-details/171913/n...      Dabeka et al. 2003   
7   https://fdc.nal.usda.gov/food-details/173944/n...      Dabeka et al. 2003   
8   https://fdc.nal.usda.gov/food-details/746782/n...      Dabeka et al. 2003   
9   https://fdc.nal.usda.gov/food-details/169714/n...      Dabeka et al. 2003   
10  https://fdc.nal.usda.gov/food-details/323121/n...      Dabeka et al. 2003   
11  https://fdc.nal.usda.gov/food-details/1625352/...      Dabeka et al. 2003   
12  https://fdc.nal.usda.gov/food-details/172041/n...      Dabeka et al. 2003   
13  https://fdc.nal.usda.gov/food-details/169655/n...      Dabeka et al. 2003   

                 Substituted Hg        Substituted Calories   
0               Pacific Halibut                         NaN  \
1                           NaN                Canada Goose   
2                           NaN                         NaN   
3                           NaN                         NaN   
4                           NaN                         NaN   
5                    Soft Drink                         NaN   
6          Citrus Juice, canned                         NaN   
7                           NaN                         NaN   
8                   Whole Milk                          NaN   
9                           NaN                         NaN   
10                          NaN                         NaN   
11  Cooking fats and Salad oils  Crisco, Pure Vegetable Oil   
12                          NaN                         NaN   
13                          NaN                         NaN   

                                                Notes  Scaled Amount (g)   
0                                       Hg for fillet             123.11  \
1                                      Hg from muscle              32.87   
2                                Hg Less than value.              134.09   
3                                       Hg for fillet             182.09   
4                                      Hg from muscle              28.32   
5                                                 NaN             129.28   
6                                Hg Less than value.              153.70   
7                                Hg Less than value.               79.44   
8   Used Energy (Atwater specific factors) for cal...             269.33   
9                                                 NaN              66.23   
10                                                NaN              45.61   
11                               Hg Less than value.               16.50   
12                                                NaN              36.07   
13                               Hg Less than value.               15.66   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.808               142.808           35.948  
1            52.921                52.921            0.076  
2           170.294               170.294            0.402  
3           254.926               254.926            7.830  
4            56.357                56.357            0.595  
5           323.200                 0.000            0.005  
6            70.702                 0.000            0.015  
7            70.702                 0.000            0.009  
8           161.598                 0.000            0.035  
9           242.402                 0.000            0.038  
10          141.391                 0.000            0.016  
11          141.405                 0.000            0.004  
12          100.996                 0.000            0.008  
13           60.604                 0.000            0.009  "
45,Coastal with Salmon,44.99,"                             Item  Amount (g)  Calories  THg (ng/g)   
0                         Halibut         100       116     292.000  \
1                       Ptarmigan         100       128       1.400   
2                           Moose         100       130       3.000   
3                     Coho Salmon         100       140      43.000   
4                          Walrus         100       199      21.000   
5                            Tang         100       250       0.041   
6   Apple Juice, canned sweetened         100        46       0.099   
7                         Oranges         100        97       0.120   
8                          Cheese         100       376       0.510   
9                          Cereal         100       322       0.450   
10                    Pork, fresh         100       263       1.100   
11                      Margarine         100       727       0.250   
12                     Hot Pocket         100       252       0.220   
13                  Chocolate bar         100       531       0.540   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                353.320             803.000                 1  \
1                  1.400               1.400                 1   
2                  3.000               3.000                 1   
3                 52.030             118.250                 1   
4                 25.410              57.750                 1   
5                  0.041               0.041                 0   
6                  0.087               0.087                 0   
7                  0.120               0.120                 0   
8                  0.510               0.510                 0   
9                  0.450               0.450                 0   
10                 1.100               1.100                 0   
11                 0.250               0.250                 0   
12                 0.220               0.220                 0   
13                 0.540               0.540                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                     Calorie Citation             Hg Citation   
0   https://fdc.nal.usda.gov/food-details/167638/n...          2001-2022 ADEC  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hun...  Rothschild et al. 2005   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hun...    Golzadeh et al. 2020   
3   https://fdc.nal.usda.gov/food-details/167639/n...          2001-2022 ADEC   
4   https://fdc.nal.usda.gov/food-details/168029/n...  Quakenbush et al. 2016   
5   https://fdc.nal.usda.gov/food-details/1636387/...      Dabeka et al. 2003   
6   https://fdc.nal.usda.gov/food-details/167771/n...      Dabeka et al. 2003   
7   https://fdc.nal.usda.gov/food-details/169103/n...      Dabeka et al. 2003   
8   https://fdc.nal.usda.gov/food-details/168121/n...      Dabeka et al. 2003   
9   https://fdc.nal.usda.gov/food-details/1886230/...      Dabeka et al. 2003   
10  https://fdc.nal.usda.gov/food-details/167902/n...      Dabeka et al. 2003   
11  https://fdc.nal.usda.gov/food-details/172339/n...      Dabeka et al. 2003   
12  https://fdc.nal.usda.gov/food-details/172107/n...      Dabeka et al. 2003   
13  https://fdc.nal.usda.gov/food-details/167984/n...      Dabeka et al. 2003   

              Substituted Hg  Substituted Calories                 Notes   
0            Pacific Halibut                   NaN         Hg for fillet  \
1                        NaN                   NaN        Hg from muscle   
2                        NaN                   NaN         Hg for muscle   
3                        NaN                   NaN         Hg for fillet   
4                        NaN                   NaN        Hg from muscle   
5                 Soft Drink                   NaN                   NaN   
6                        NaN                   NaN   Hg Less than value.   
7          Citrus fruit, raw                   NaN  Hg Less than value.    
8   Processed cheddar cheese                   NaN  Hg Less than value.    
9      Wheat and Bran Cereal                   NaN  Hg Less than value.    
10                       NaN                   NaN                   NaN   
11                       NaN                   NaN  Hg Less than value.    
12                     Pizza                   NaN                   NaN   
13                       NaN                   NaN  Hg Less than value.    

    Scaled Amount (g)  Scaled Calories  Traditional Calories  Mercury Content  
0              123.11          142.808               142.808           35.948  
1               41.34           52.915                52.915            0.058  
2              130.99          170.287               170.287            0.393  
3              182.09          254.926               254.926            7.830  
4               28.32           56.357                56.357            0.595  
5              129.28          323.200                 0.000            0.005  
6              153.70           70.702                 0.000            0.015  
7               72.89           70.703                 0.000            0.009  
8               42.98          161.605                 0.000            0.022  
9               75.28          242.402                 0.000            0.034  
10              53.76          141.389                 0.000            0.059  
11              19.45          141.402                 0.000            0.005  
12              40.08          101.002                 0.000            0.009  
13              11.41           60.587                 0.000            0.006  "
45,Coastal with Salmon,44.99,"            Item  Amount (g)  Calories  THg (ng/g)  Moderate Hg Increase   
0        Halibut         100       116     292.000               353.320  \
1          Brant         100       161       2.300                 2.300   
2          Moose         100       130       3.000                 3.000   
3    Coho Salmon         100       140      43.000                52.030   
4         Walrus         100       199      21.000                25.410   
5           Tang         100       250       0.041                 0.041   
6     Apple, raw         100        57       0.110                 0.110   
7     Apple, raw         100        57       0.110                 0.110   
8           Eggs         100       147       0.390                 0.390   
9         Cereal         100       322       0.450                 0.450   
10  Canned Meats         100       334       0.360                 0.360   
11     Margarine         100       727       0.250                 0.250   
12    Hot Pocket         100       252       0.220                 0.220   
13   white sugar         100       387       0.560                 0.560   

    Severe Hg Increase  Traditional Food                  Food Source   
0              803.000                 1                   Non-Salmon  \
1                2.300                 1                         Game   
2                3.000                 1            Moose and Caribou   
3              118.250                 1                       Salmon   
4               57.750                 1                Marine Mammal   
5                0.041                 0               Sugared Drinks   
6                0.110                 0  Store Fruit and Fruit Juice   
7                0.110                 0  Store Fruit and Fruit Juice   
8                0.390                 0               Dairy and Eggs   
9                0.450                 0                       Grains   
10               0.360                 0             Imported Protein   
11               0.250                 0               Vegetable Fats   
12               0.220                 0                 Mixed Dishes   
13               0.560                 0         Sweeteners and Candy   

   Coastal/Interior                                   Calorie Citation   
0             Local  https://fdc.nal.usda.gov/food-details/167638/n...  \
1           Coastal  https://www.adfg.alaska.gov/index.cfm?adfg=hun...   
2             Local  https://www.adfg.alaska.gov/index.cfm?adfg=hun...   
3             Local  https://fdc.nal.usda.gov/food-details/167639/n...   
4           Coastal  https://fdc.nal.usda.gov/food-details/168029/n...   
5          Imported  https://fdc.nal.usda.gov/food-details/1636387/...   
6          Imported  https://fdc.nal.usda.gov/food-details/168202/n...   
7          Imported  https://fdc.nal.usda.gov/food-details/168202/n...   
8          Imported  https://fdc.nal.usda.gov/food-details/748967/n...   
9          Imported  https://fdc.nal.usda.gov/food-details/1886230/...   
10         Imported  https://fdc.nal.usda.gov/food-details/174571/n...   
11         Imported  https://fdc.nal.usda.gov/food-details/172339/n...   
12         Imported  https://fdc.nal.usda.gov/food-details/172107/n...   
13         Imported  https://fdc.nal.usda.gov/food-details/169655/n...   

               Hg Citation         Substituted Hg Substituted Calories   
0           2001-2022 ADEC        Pacific Halibut                  NaN  \
1   Rothschild et al. 2005                    NaN         Canada Goose   
2     Golzadeh et al. 2020                    NaN                  NaN   
3           2001-2022 ADEC                    NaN                  NaN   
4   Quakenbush et al. 2016                    NaN                  NaN   
5       Dabeka et al. 2003             Soft Drink                  NaN   
6       Dabeka et al. 2003                    NaN                  NaN   
7       Dabeka et al. 2003                    NaN                  NaN   
8       Dabeka et al. 2003                    NaN                  NaN   
9       Dabeka et al. 2003  Wheat and Bran Cereal                  NaN   
10      Dabeka et al. 2003                    NaN                  NaN   
11      Dabeka et al. 2003                    NaN                  NaN   
12      Dabeka et al. 2003                  Pizza                  NaN   
13      Dabeka et al. 2003                    NaN                  NaN   

                                                Notes  Scaled Amount (g)   
0                                       Hg for fillet             123.11  \
1                                      Hg from muscle              32.87   
2                                       Hg for muscle             130.99   
3                                       Hg for fillet             182.09   
4                                      Hg from muscle              28.32   
5                                                 NaN             129.28   
6                                Hg Less than value.              124.04   
7                                Hg Less than value.              124.04   
8   Used Energy (Atwater specific factors) for cal...             109.93   
9                                Hg Less than value.               75.28   
10                                                NaN              42.34   
11                               Hg Less than value.               19.45   
12                                                NaN              40.08   
13                               Hg Less than value.               15.66   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.808               142.808           35.948  
1            52.921                52.921            0.076  
2           170.287               170.287            0.393  
3           254.926               254.926            7.830  
4            56.357                56.357            0.595  
5           323.200                 0.000            0.005  
6            70.703                 0.000            0.014  
7            70.703                 0.000            0.014  
8           161.597                 0.000            0.043  
9           242.402                 0.000            0.034  
10          141.416                 0.000            0.015  
11          141.402                 0.000            0.005  
12          101.002                 0.000            0.009  
13           60.604                 0.000            0.009  "
45,Coastal without Salmon (moose),44.88,"                             Item  Amount (g)  Calories  THg (ng/g)   
0                         Halibut         100       116     292.000  \
1                Northern Pintail         100       211      38.500   
2                         Caribou         100       127       3.000   
3                    Spotted Seal         100       110     130.000   
4                      Soft drink         100        40       0.041   
5   Apple Juice, canned sweetened         100        46       0.099   
6                      Apple, raw         100        57       0.110   
7                          Butter         100       717       0.430   
8                      Dark Bread         100       259       0.370   
9                         Chicken         100       158       1.700   
10                         Crisco         100       917       0.250   
11                        Burrito         100       212       0.770   
12                           Jams         100       250       0.240   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                353.320             803.000                 1  \
1                 38.500              38.500                 1   
2                  3.000               3.000                 1   
3                157.300             357.500                 1   
4                  0.041               0.041                 0   
5                  0.087               0.087                 0   
6                  0.110               0.110                 0   
7                  0.430               0.430                 0   
8                  0.370               0.370                 0   
9                  1.700               1.700                 0   
10                 0.250               0.250                 0   
11                 0.770               0.770                 0   
12                 0.240               0.240                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                 Marine Mammal          Coastal   
4                Sugared Drinks         Imported   
5   Store Fruit and Fruit Juice         Imported   
6   Store Fruit and Fruit Juice         Imported   
7                Dairy and Eggs         Imported   
8                        Grains         Imported   
9              Imported Protein         Imported   
10               Vegetable Fats         Imported   
11                 Mixed Dishes         Imported   
12         Sweeteners and Candy         Imported   

                                     Calorie Citation             Hg Citation   
0   https://fdc.nal.usda.gov/food-details/167638/n...          2001-2022 ADEC  \
1   https://fdc.nal.usda.gov/food-details/174468/n...  Rothschild et al. 2005   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hun...    Schuster et al. 2011   
3   https://fdc.nal.usda.gov/food-details/167610/n...        Dehn et al. 2005   
4   https://fdc.nal.usda.gov/food-details/173206/n...      Dabeka et al. 2003   
5   https://fdc.nal.usda.gov/food-details/167771/n...      Dabeka et al. 2003   
6   https://fdc.nal.usda.gov/food-details/168202/n...      Dabeka et al. 2003   
7   https://fdc.nal.usda.gov/food-details/173410/n...      Dabeka et al. 2003   
8   https://fdc.nal.usda.gov/food-details/172684/n...      Dabeka et al. 2003   
9   https://fdc.nal.usda.gov/food-details/331960/n...      Dabeka et al. 2003   
10  https://fdc.nal.usda.gov/food-details/2572337/...      Dabeka et al. 2003   
11  https://fdc.nal.usda.gov/food-details/1922049/...      Dabeka et al. 2003   
12  https://fdc.nal.usda.gov/food-details/1628000/...      Dabeka et al. 2003   

                        Substituted Hg        Substituted Calories   
0                      Pacific Halibut                         NaN  \
1                                  NaN                   Wild duck   
2                                  NaN                         NaN   
3                                  NaN           generic seal meat   
4                                  NaN                         NaN   
5                                  NaN                         NaN   
6                                  NaN                         NaN   
7                                  NaN                         NaN   
8                            Rye Bread                         NaN   
9                                  NaN                         NaN   
10         Cooking fats and Salad oils  Crisco, Pure Vegetable Oil   
11  Frozen entrees (microwave or oven)                         NaN   
12                                 NaN                         NaN   

                   Notes  Scaled Amount (g)  Scaled Calories   
0          Hg for fillet             123.11          142.808  \
1         Hg from muscle              25.08           52.919   
2   Hg Less than value.              334.81          425.209   
3                    NaN              51.24           56.364   
4   Hg Less than value.              808.00          323.200   
5    Hg Less than value.             153.70           70.702   
6   Hg Less than value.              124.04           70.703   
7   Hg Less than value.               22.54          161.612   
8                    NaN              93.59          242.398   
9                    NaN              89.49          141.394   
10  Hg Less than value.               15.42          141.401   
11                   NaN              47.64          100.997   
12  Hg Less than value.               24.24           60.600   

    Traditional Calories  Mercury Content  
0                142.808           35.948  
1                 52.919            0.966  
2                425.209            1.004  
3                 56.364            6.661  
4                  0.000            0.033  
5                  0.000            0.015  
6                  0.000            0.014  
7                  0.000            0.010  
8                  0.000            0.035  
9                  0.000            0.152  
10                 0.000            0.004  
11                 0.000            0.037  
12                 0.000            0.006  "
