Target THg,Climate Condition,THg,Diet
55,Normal,54.99,"                             Item  Amount (g)  Calories  THg (ng/g)   
0                         Halibut         100       116     292.000  \
1                         Mallard         100       152      89.300   
2                           Moose         100       130       3.000   
3                     Chum Salmon         100       120      41.000   
4                    Spotted Seal         100       110     130.000   
5                            Tang         100       250       0.041   
6                         Peaches         100        39       0.046   
7   Apple Juice, canned sweetened         100        46       0.099   
8                       Ice cream         100       207       0.280   
9                      Dark Bread         100       259       0.370   
10      Cold Cuts and Lunch Meats         100       214       0.510   
11                     Mayonnaise         100       361       0.230   
12                        Burrito         100       212       0.770   
13                    Maple Syrup         100       260       0.240   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                353.320             803.000                 1  \
1                 89.300              89.300                 1   
2                  3.000               3.000                 1   
3                 49.610             112.750                 1   
4                157.300             357.500                 1   
5                  0.041               0.041                 0   
6                  0.046               0.046                 0   
7                  0.087               0.087                 0   
8                  0.280               0.280                 0   
9                  0.370               0.370                 0   
10                 0.510               0.510                 0   
11                 0.230               0.230                 0   
12                 0.770               0.770                 0   
13                 0.240               0.240                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/167638/nutrients  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/173689/nutrients   
4      https://fdc.nal.usda.gov/food-details/167610/nutrients   
5     https://fdc.nal.usda.gov/food-details/1636387/nutrients   
6      https://fdc.nal.usda.gov/food-details/169928/nutrients   
7      https://fdc.nal.usda.gov/food-details/167771/nutrients   
8      https://fdc.nal.usda.gov/food-details/167575/nutrients   
9      https://fdc.nal.usda.gov/food-details/172684/nutrients   
10     https://fdc.nal.usda.gov/food-details/170315/nutrients   
11     https://fdc.nal.usda.gov/food-details/171443/nutrients   
12    https://fdc.nal.usda.gov/food-details/1922049/nutrients   
13     https://fdc.nal.usda.gov/food-details/169661/nutrients   

               Hg Citation                      Substituted Hg   
0           2001-2022 ADEC                     Pacific Halibut  \
1   Rothschild et al. 2005                                 NaN   
2     Golzadeh et al. 2020                                 NaN   
3           2001-2022 ADEC                                 NaN   
4         Dehn et al. 2005                                 NaN   
5       Dabeka et al. 2003                          Soft Drink   
6       Dabeka et al. 2003                                 NaN   
7       Dabeka et al. 2003                                 NaN   
8       Dabeka et al. 2003                                 NaN   
9       Dabeka et al. 2003                           Rye Bread   
10      Dabeka et al. 2003                                 NaN   
11      Dabeka et al. 2003                                 NaN   
12      Dabeka et al. 2003  Frozen entrees (microwave or oven)   
13      Dabeka et al. 2003                                 NaN   

   Substituted Calories                           Notes  Scaled Amount (g)   
0                   NaN                   Hg for fillet             123.11  \
1             Wild duck                  Hg from muscle              34.82   
2                   NaN                   Hg for muscle             130.99   
3                   NaN                   Hg for fillet             212.43   
4     generic seal meat                             NaN              51.24   
5                   NaN                             NaN             129.28   
6                   NaN            Hg Less than value.              181.28   
7                   NaN             Hg Less than value.             153.70   
8                   NaN                             NaN              78.07   
9                   NaN                             NaN              93.59   
10                  NaN                             NaN              66.07   
11                  NaN  Hg Less than value from Ottawa              39.17   
12                  NaN                             NaN              47.64   
13                  NaN            Hg Less than value.               23.31   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.808               142.808           35.948  
1            52.926                52.926            3.109  
2           170.287               170.287            0.393  
3           254.916               254.916            8.710  
4            56.364                56.364            6.661  
5           323.200                 0.000            0.005  
6            70.699                 0.000            0.008  
7            70.702                 0.000            0.015  
8           161.605                 0.000            0.022  
9           242.398                 0.000            0.035  
10          141.390                 0.000            0.034  
11          141.404                 0.000            0.009  
12          100.997                 0.000            0.037  
13           60.606                 0.000            0.006  "
55,Normal,55.02,"                   Item  Amount (g)  Calories  THg (ng/g)   
0                Burbot         100        90     275.000  \
1   Lesser Canada Geese         100       161       2.500   
2                 Moose         100       130       3.000   
3        Sockeye Salmon         100       153      40.000   
4          Ringed seal          100       142     100.000   
5                  Tang         100       250       0.041   
6               Peaches         100        39       0.046   
7               Peaches         100        39       0.046   
8                  Eggs         100       147       0.390   
9            White Rice         100       366       0.570   
10              Chicken         100       158       1.700   
11        Vegetable Oil         100       857       0.250   
12                Pizza         100       280       0.220   
13                 Jams         100       250       0.240   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                332.750             756.250                 1  \
1                  2.500               2.500                 1   
2                  3.000               3.000                 1   
3                 48.400             110.000                 1   
4                121.000             275.000                 1   
5                  0.041               0.041                 0   
6                  0.046               0.046                 0   
7                  0.046               0.046                 0   
8                  0.390               0.390                 0   
9                  0.570               0.570                 0   
10                 1.700               1.700                 0   
11                 0.250               0.250                 0   
12                 0.220               0.220                 0   
13                 0.240               0.240                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/171950/nutrients  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/168045/nutrients   
4      https://fdc.nal.usda.gov/food-details/168025/nutrients   
5     https://fdc.nal.usda.gov/food-details/1636387/nutrients   
6      https://fdc.nal.usda.gov/food-details/169928/nutrients   
7      https://fdc.nal.usda.gov/food-details/169928/nutrients   
8      https://fdc.nal.usda.gov/food-details/748967/nutrients   
9      https://fdc.nal.usda.gov/food-details/169714/nutrients   
10     https://fdc.nal.usda.gov/food-details/331960/nutrients   
11    https://fdc.nal.usda.gov/food-details/1625352/nutrients   
12     https://fdc.nal.usda.gov/food-details/172041/nutrients   
13    https://fdc.nal.usda.gov/food-details/1628000/nutrients   

               Hg Citation                       Substituted Hg   
0           2001-2022 ADEC                                  NaN  \
1   Rothschild et al. 2005  canada goose (cackling) B.c. minima   
2     Golzadeh et al. 2020                                  NaN   
3           2001-2022 ADEC                                  NaN   
4         Dehn et al. 2005                                  NaN   
5       Dabeka et al. 2003                           Soft Drink   
6       Dabeka et al. 2003                                  NaN   
7       Dabeka et al. 2003                                  NaN   
8       Dabeka et al. 2003                                  NaN   
9       Dabeka et al. 2003                                  NaN   
10      Dabeka et al. 2003                                  NaN   
11      Dabeka et al. 2003          Cooking fats and Salad oils   
12      Dabeka et al. 2003                                  NaN   
13      Dabeka et al. 2003                                  NaN   

          Substituted Calories   
0                          NaN  \
1                 Canada Goose   
2                          NaN   
3                          NaN   
4                          NaN   
5                          NaN   
6                          NaN   
7                          NaN   
8                          NaN   
9                          NaN   
10                         NaN   
11  Crisco, Pure Vegetable Oil   
12                         NaN   
13                         NaN   

                                                  Notes  Scaled Amount (g)   
0                                         Hg for fillet             158.68  \
1                                        Hg from muscle              32.87   
2                                         Hg for muscle             130.99   
3                                         Hg for fillet             166.61   
4                    Hg from muscle. Barrow caught seal              39.69   
5                                                   NaN             129.28   
6                                  Hg Less than value.              181.28   
7                                  Hg Less than value.              181.28   
8   Used Energy (Atwater specific factors) for calories             109.93   
9                                                   NaN              66.23   
10                                                  NaN              89.49   
11                                 Hg Less than value.               16.50   
12                                                  NaN              36.07   
13                                 Hg Less than value.               24.24   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.812               142.812           43.637  
1            52.921                52.921            0.082  
2           170.287               170.287            0.393  
3           254.913               254.913            6.664  
4            56.360                56.360            3.969  
5           323.200                 0.000            0.005  
6            70.699                 0.000            0.008  
7            70.699                 0.000            0.008  
8           161.597                 0.000            0.043  
9           242.402                 0.000            0.038  
10          141.394                 0.000            0.152  
11          141.405                 0.000            0.004  
12          100.996                 0.000            0.008  
13           60.600                 0.000            0.006  "
55,Normal,54.98,"             Item  Amount (g)  Calories  THg (ng/g)  Moderate Hg Increase   
0         Halibut         100       116     292.000               353.320  \
1         Mallard         100       152      89.300                89.300   
2         Caribou         100       127       3.000                 3.000   
3     Chum Salmon         100       120      41.000                49.610   
4    Spotted Seal         100       110     130.000               157.300   
5      Soft drink         100        40       0.041                 0.041   
6      Apple, raw         100        57       0.110                 0.110   
7         Bananas         100        89       0.110                 0.110   
8       Ice cream         100       207       0.280                 0.280   
9      Dark Bread         100       259       0.370                 0.370   
10  Peanut Butter         100       520       0.560                 0.560   
11      Margarine         100       727       0.250                 0.250   
12      Hamburger         100       264       0.160                 0.160   
13    Maple Syrup         100       260       0.240                 0.240   

    Severe Hg Increase  Traditional Food                  Food Source   
0              803.000                 1                   Non-Salmon  \
1               89.300                 1                         Game   
2                3.000                 1            Moose and Caribou   
3              112.750                 1                       Salmon   
4              357.500                 1                Marine Mammal   
5                0.041                 0               Sugared Drinks   
6                0.110                 0  Store Fruit and Fruit Juice   
7                0.110                 0  Store Fruit and Fruit Juice   
8                0.280                 0               Dairy and Eggs   
9                0.370                 0                       Grains   
10               0.560                 0             Imported Protein   
11               0.250                 0               Vegetable Fats   
12               0.160                 0                 Mixed Dishes   
13               0.240                 0         Sweeteners and Candy   

   Coastal/Interior   
0             Local  \
1             Local   
2             Local   
3             Local   
4           Coastal   
5          Imported   
6          Imported   
7          Imported   
8          Imported   
9          Imported   
10         Imported   
11         Imported   
12         Imported   
13         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/167638/nutrients  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/173689/nutrients   
4      https://fdc.nal.usda.gov/food-details/167610/nutrients   
5      https://fdc.nal.usda.gov/food-details/173206/nutrients   
6      https://fdc.nal.usda.gov/food-details/168202/nutrients   
7      https://fdc.nal.usda.gov/food-details/173944/nutrients   
8      https://fdc.nal.usda.gov/food-details/167575/nutrients   
9      https://fdc.nal.usda.gov/food-details/172684/nutrients   
10     https://fdc.nal.usda.gov/food-details/172458/nutrients   
11     https://fdc.nal.usda.gov/food-details/172339/nutrients   
12     https://fdc.nal.usda.gov/food-details/170717/nutrients   
13     https://fdc.nal.usda.gov/food-details/169661/nutrients   

               Hg Citation             Substituted Hg Substituted Calories   
0           2001-2022 ADEC            Pacific Halibut                  NaN  \
1   Rothschild et al. 2005                        NaN            Wild duck   
2     Schuster et al. 2011                        NaN                  NaN   
3           2001-2022 ADEC                        NaN                  NaN   
4         Dehn et al. 2005                        NaN    generic seal meat   
5       Dabeka et al. 2003                        NaN                  NaN   
6       Dabeka et al. 2003                        NaN                  NaN   
7       Dabeka et al. 2003                        NaN                  NaN   
8       Dabeka et al. 2003                        NaN                  NaN   
9       Dabeka et al. 2003                  Rye Bread                  NaN   
10      Dabeka et al. 2003  Peanut butter and peanuts                  NaN   
11      Dabeka et al. 2003                        NaN                  NaN   
12      Dabeka et al. 2003                        NaN                  NaN   
13      Dabeka et al. 2003                        NaN                  NaN   

                   Notes  Scaled Amount (g)  Scaled Calories   
0          Hg for fillet             123.11          142.808  \
1         Hg from muscle              34.82           52.926   
2   Hg Less than value.              134.09          170.294   
3          Hg for fillet             212.43          254.916   
4                    NaN              51.24           56.364   
5   Hg Less than value.              808.00          323.200   
6   Hg Less than value.              124.04           70.703   
7   Hg Less than value.               79.44           70.702   
8                    NaN              78.07          161.605   
9                    NaN              93.59          242.398   
10  Hg less than value.               27.19          141.388   
11  Hg Less than value.               19.45          141.402   
12                   NaN              38.26          101.006   
13  Hg Less than value.               23.31           60.606   

    Traditional Calories  Mercury Content  
0                142.808           35.948  
1                 52.926            3.109  
2                170.294            0.402  
3                254.916            8.710  
4                 56.364            6.661  
5                  0.000            0.033  
6                  0.000            0.014  
7                  0.000            0.009  
8                  0.000            0.022  
9                  0.000            0.035  
10                 0.000            0.015  
11                 0.000            0.005  
12                 0.000            0.006  
13                 0.000            0.006  "
55,Normal,54.97,"              Item  Amount (g)  Calories  THg (ng/g)  Moderate Hg Increase   
0           Burbot         100        90     275.000               332.750  \
1      Tundra Swan         100       161       2.700                 2.700   
2            Moose         100       130       3.000                 3.000   
3   Chinook Salmon         100       179      64.000                77.440   
4     Bearded seal         100       110      30.000                36.300   
5             Tang         100       250       0.041                 0.041   
6     Orange Juice         100        46       0.097                 0.097   
7     Orange Juice         100        46       0.097                 0.097   
8           Cheese         100       376       0.510                 0.510   
9           Cereal         100       322       0.450                 0.450   
10     Pork, fresh         100       263       1.100                 1.100   
11       Margarine         100       727       0.250                 0.250   
12         Burrito         100       212       0.770                 0.770   
13     Maple Syrup         100       260       0.240                 0.240   

    Severe Hg Increase  Traditional Food                  Food Source   
0              756.250                 1                   Non-Salmon  \
1                2.700                 1                         Game   
2                3.000                 1            Moose and Caribou   
3              176.000                 1                       Salmon   
4               82.500                 1                Marine Mammal   
5                0.041                 0               Sugared Drinks   
6                0.097                 0  Store Fruit and Fruit Juice   
7                0.097                 0  Store Fruit and Fruit Juice   
8                0.510                 0               Dairy and Eggs   
9                0.450                 0                       Grains   
10               1.100                 0             Imported Protein   
11               0.250                 0               Vegetable Fats   
12               0.770                 0                 Mixed Dishes   
13               0.240                 0         Sweeteners and Candy   

   Coastal/Interior   
0             Local  \
1           Coastal   
2             Local   
3             Local   
4           Coastal   
5          Imported   
6          Imported   
7          Imported   
8          Imported   
9          Imported   
10         Imported   
11         Imported   
12         Imported   
13         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/171950/nutrients  \
1   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/173688/nutrients   
4      https://fdc.nal.usda.gov/food-details/167610/nutrients   
5     https://fdc.nal.usda.gov/food-details/1636387/nutrients   
6      https://fdc.nal.usda.gov/food-details/171913/nutrients   
7      https://fdc.nal.usda.gov/food-details/171913/nutrients   
8      https://fdc.nal.usda.gov/food-details/168121/nutrients   
9     https://fdc.nal.usda.gov/food-details/1886230/nutrients   
10     https://fdc.nal.usda.gov/food-details/167902/nutrients   
11     https://fdc.nal.usda.gov/food-details/172339/nutrients   
12    https://fdc.nal.usda.gov/food-details/1922049/nutrients   
13     https://fdc.nal.usda.gov/food-details/169661/nutrients   

               Hg Citation                      Substituted Hg   
0           2001-2022 ADEC                                 NaN  \
1   Rothschild et al. 2005                                 NaN   
2     Golzadeh et al. 2020                                 NaN   
3           2001-2012 ADEC                                 NaN   
4         Dehn et al. 2005                                 NaN   
5       Dabeka et al. 2003                          Soft Drink   
6       Dabeka et al. 2003                Citrus Juice, canned   
7       Dabeka et al. 2003                Citrus Juice, canned   
8       Dabeka et al. 2003            Processed cheddar cheese   
9       Dabeka et al. 2003               Wheat and Bran Cereal   
10      Dabeka et al. 2003                                 NaN   
11      Dabeka et al. 2003                                 NaN   
12      Dabeka et al. 2003  Frozen entrees (microwave or oven)   
13      Dabeka et al. 2003                                 NaN   

   Substituted Calories                 Notes  Scaled Amount (g)   
0                   NaN         Hg for fillet             158.68  \
1           Canda Goose        Hg from muscle              32.87   
2                   NaN         Hg for muscle             130.99   
3                   NaN         Hg for fillet             142.41   
4     Generic seal meat       Hg from muscle.              51.24   
5                   NaN                   NaN             129.28   
6                   NaN  Hg Less than value.              153.70   
7                   NaN  Hg Less than value.              153.70   
8                   NaN  Hg Less than value.               42.98   
9                   NaN  Hg Less than value.               75.28   
10                  NaN                   NaN              53.76   
11                  NaN  Hg Less than value.               19.45   
12                  NaN                   NaN              47.64   
13                  NaN  Hg Less than value.               23.31   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.812               142.812           43.637  
1            52.921                52.921            0.089  
2           170.287               170.287            0.393  
3           254.914               254.914            9.114  
4            56.364                56.364            1.537  
5           323.200                 0.000            0.005  
6            70.702                 0.000            0.015  
7            70.702                 0.000            0.015  
8           161.605                 0.000            0.022  
9           242.402                 0.000            0.034  
10          141.389                 0.000            0.059  
11          141.402                 0.000            0.005  
12          100.997                 0.000            0.037  
13           60.606                 0.000            0.006  "
55,Normal,54.96,"                             Item  Amount (g)  Calories  THg (ng/g)   
0                          Burbot         100        90     275.000  \
1                Northern Pintail         100       211      38.500   
2                           Moose         100       130       3.000   
3                  Chinook Salmon         100       179      64.000   
4                          Walrus         100       199      21.000   
5                            Tang         100       250       0.041   
6   Apple Juice, canned sweetened         100        46       0.099   
7                     Apple Sauce         100        50       0.099   
8                          Cheese         100       376       0.510   
9                        Pancakes         100       269       0.350   
10                        Chicken         100       158       1.700   
11                  Vegetable Oil         100       857       0.250   
12                          Pizza         100       280       0.220   
13                           Jams         100       250       0.240   

    Moderate Hg Increase  Severe Hg Increase  Traditional Food   
0                332.750             756.250                 1  \
1                 38.500              38.500                 1   
2                  3.000               3.000                 1   
3                 77.440             176.000                 1   
4                 25.410              57.750                 1   
5                  0.041               0.041                 0   
6                  0.087               0.087                 0   
7                  0.099               0.099                 0   
8                  0.510               0.510                 0   
9                  0.350               0.350                 0   
10                 1.700               1.700                 0   
11                 0.250               0.250                 0   
12                 0.220               0.220                 0   
13                 0.240               0.240                 0   

                    Food Source Coastal/Interior   
0                    Non-Salmon            Local  \
1                          Game            Local   
2             Moose and Caribou            Local   
3                        Salmon            Local   
4                 Marine Mammal          Coastal   
5                Sugared Drinks         Imported   
6   Store Fruit and Fruit Juice         Imported   
7   Store Fruit and Fruit Juice         Imported   
8                Dairy and Eggs         Imported   
9                        Grains         Imported   
10             Imported Protein         Imported   
11               Vegetable Fats         Imported   
12                 Mixed Dishes         Imported   
13         Sweeteners and Candy         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/171950/nutrients  \
1      https://fdc.nal.usda.gov/food-details/174468/nutrients   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/173688/nutrients   
4      https://fdc.nal.usda.gov/food-details/168029/nutrients   
5     https://fdc.nal.usda.gov/food-details/1636387/nutrients   
6      https://fdc.nal.usda.gov/food-details/167771/nutrients   
7     https://fdc.nal.usda.gov/food-details/2104794/nutrients   
8      https://fdc.nal.usda.gov/food-details/168121/nutrients   
9      https://fdc.nal.usda.gov/food-details/174086/nutrients   
10     https://fdc.nal.usda.gov/food-details/331960/nutrients   
11    https://fdc.nal.usda.gov/food-details/1625352/nutrients   
12     https://fdc.nal.usda.gov/food-details/172041/nutrients   
13    https://fdc.nal.usda.gov/food-details/1628000/nutrients   

               Hg Citation               Substituted Hg   
0           2001-2022 ADEC                          NaN  \
1   Rothschild et al. 2005                          NaN   
2     Golzadeh et al. 2020                          NaN   
3           2001-2012 ADEC                          NaN   
4   Quakenbush et al. 2016                          NaN   
5       Dabeka et al. 2003                   Soft Drink   
6       Dabeka et al. 2003                          NaN   
7       Dabeka et al. 2003                          NaN   
8       Dabeka et al. 2003     Processed cheddar cheese   
9       Dabeka et al. 2003                          NaN   
10      Dabeka et al. 2003                          NaN   
11      Dabeka et al. 2003  Cooking fats and Salad oils   
12      Dabeka et al. 2003                          NaN   
13      Dabeka et al. 2003                          NaN   

          Substituted Calories                 Notes  Scaled Amount (g)   
0                          NaN         Hg for fillet             158.68  \
1                    Wild duck        Hg from muscle              25.08   
2                          NaN         Hg for muscle             130.99   
3                          NaN         Hg for fillet             142.41   
4                          NaN        Hg from muscle              28.32   
5                          NaN                   NaN             129.28   
6                          NaN   Hg Less than value.             153.70   
7                          NaN  Hg Less than value.              141.40   
8                          NaN  Hg Less than value.               42.98   
9                          NaN  Hg Less than value.               90.11   
10                         NaN                   NaN              89.49   
11  Crisco, Pure Vegetable Oil  Hg Less than value.               16.50   
12                         NaN                   NaN              36.07   
13                         NaN  Hg Less than value.               24.24   

    Scaled Calories  Traditional Calories  Mercury Content  
0           142.812               142.812           43.637  
1            52.919                52.919            0.966  
2           170.287               170.287            0.393  
3           254.914               254.914            9.114  
4            56.357                56.357            0.595  
5           323.200                 0.000            0.005  
6            70.702                 0.000            0.015  
7            70.700                 0.000            0.014  
8           161.605                 0.000            0.022  
9           242.396                 0.000            0.032  
10          141.394                 0.000            0.152  
11          141.405                 0.000            0.004  
12          100.996                 0.000            0.008  
13           60.600                 0.000            0.006  "
55,Moderate,55.17,"                Item  Amount (g)  Calories  THg (ng/g)  Moderate Hg Increase   
0            Halibut         100       116     292.000               353.320  \
1   Northern Pintail         100       211      38.500                38.500   
2              Moose         100       130       3.000                 3.000   
3        Coho Salmon         100       140      43.000                52.030   
4             Walrus         100       199      21.000                25.410   
5               Tang         100       250       0.041                 0.041   
6        Apple Sauce         100        50       0.099                 0.099   
7            Oranges         100        97       0.120                 0.120   
8             Cheese         100       376       0.510                 0.510   
9         Dark Bread         100       259       0.370                 0.370   
10           Hot Dog         100       310       0.360                 0.360   
11        Mayonnaise         100       361       0.230                 0.230   
12             Pizza         100       280       0.220                 0.220   
13              Jams         100       250       0.240                 0.240   

    Severe Hg Increase  Traditional Food                  Food Source   
0              803.000                 1                   Non-Salmon  \
1               38.500                 1                         Game   
2                3.000                 1            Moose and Caribou   
3              118.250                 1                       Salmon   
4               57.750                 1                Marine Mammal   
5                0.041                 0               Sugared Drinks   
6                0.099                 0  Store Fruit and Fruit Juice   
7                0.120                 0  Store Fruit and Fruit Juice   
8                0.510                 0               Dairy and Eggs   
9                0.370                 0                       Grains   
10               0.360                 0             Imported Protein   
11               0.230                 0               Vegetable Fats   
12               0.220                 0                 Mixed Dishes   
13               0.240                 0         Sweeteners and Candy   

   Coastal/Interior   
0             Local  \
1             Local   
2             Local   
3             Local   
4           Coastal   
5          Imported   
6          Imported   
7          Imported   
8          Imported   
9          Imported   
10         Imported   
11         Imported   
12         Imported   
13         Imported   

                                             Calorie Citation   
0      https://fdc.nal.usda.gov/food-details/167638/nutrients  \
1      https://fdc.nal.usda.gov/food-details/174468/nutrients   
2   https://www.adfg.alaska.gov/index.cfm?adfg=hunting.eating   
3      https://fdc.nal.usda.gov/food-details/167639/nutrients   
4      https://fdc.nal.usda.gov/food-details/168029/nutrients   
5     https://fdc.nal.usda.gov/food-details/1636387/nutrients   
6     https://fdc.nal.usda.gov/food-details/2104794/nutrients   
7      https://fdc.nal.usda.gov/food-details/169103/nutrients   
8      https://fdc.nal.usda.gov/food-details/168121/nutrients   
9      https://fdc.nal.usda.gov/food-details/172684/nutrients   
10     https://fdc.nal.usda.gov/food-details/323121/nutrients   
11     https://fdc.nal.usda.gov/food-details/171443/nutrients   
12     https://fdc.nal.usda.gov/food-details/172041/nutrients   
13    https://fdc.nal.usda.gov/food-details/1628000/nutrients   

               Hg Citation            Substituted Hg Substituted Calories   
0           2001-2022 ADEC           Pacific Halibut                  NaN  \
1   Rothschild et al. 2005                       NaN            Wild duck   
2     Golzadeh et al. 2020                       NaN                  NaN   
3           2001-2022 ADEC                       NaN                  NaN   
4   Quakenbush et al. 2016                       NaN                  NaN   
5       Dabeka et al. 2003                Soft Drink                  NaN   
6       Dabeka et al. 2003                       NaN                  NaN   
7       Dabeka et al. 2003         Citrus fruit, raw                  NaN   
8       Dabeka et al. 2003  Processed cheddar cheese                  NaN   
9       Dabeka et al. 2003                 Rye Bread                  NaN   
10      Dabeka et al. 2003                       NaN                  NaN   
11      Dabeka et al. 2003                       NaN                  NaN   
12      Dabeka et al. 2003                       NaN                  NaN   
13      Dabeka et al. 2003                       NaN                  NaN   

                             Notes  Scaled Amount (g)  Scaled Calories   
0                    Hg for fillet             123.11          142.808  \
1                   Hg from muscle              25.08           52.919   
2                    Hg for muscle             130.99          170.287   
3                    Hg for fillet             182.09          254.926   
4                   Hg from muscle              28.32           56.357   
5                              NaN             129.28          323.200   
6             Hg Less than value.              141.40           70.700   
7             Hg Less than value.               72.89           70.703   
8             Hg Less than value.               42.98          161.605   
9                              NaN              93.59          242.398   
10                             NaN              45.61          141.391   
11  Hg Less than value from Ottawa              39.17          141.404   
12                             NaN              36.07          100.996   
13            Hg Less than value.               24.24           60.600   

    Traditional Calories  Mercury Content  
0                142.808           43.497  
1                 52.919            0.966  
2                170.287            0.393  
3                254.926            9.474  
4                 56.357            0.720  
5                  0.000            0.005  
6                  0.000            0.014  
7                  0.000            0.009  
8                  0.000            0.022  
9                  0.000            0.035  
10                 0.000            0.016  
11                 0.000            0.009  
12                 0.000            0.008  
13                 0.000            0.006  "
